Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 17, 1989",1:00,@,Atlanta Falcons,W 27-21,W -2.5,,Dallas Cowboys,O 40.5,
Sun,"Sep 17, 1989",1:00,@,Cincinnati Bengals,W 41-10,W -10,,Pittsburgh Steelers,O 44,
Sun,"Sep 17, 1989",1:00,@,Cleveland Browns,W 38-24,W -7.5,,New York Jets,O 43,
Sun,"Sep 17, 1989",1:00,,New Orleans Saints,L 34-35,L -4.5,@,Green Bay Packers,O 40,
Sun,"Sep 17, 1989",1:00,@,Kansas City Chiefs,W 24-19,W -2.5,,Los Angeles Raiders,O 42,
Sun,"Sep 17, 1989",1:00,@,New England Patriots,L 10-24,L -6.5,,Miami Dolphins,U 43.5,
Sun,"Sep 17, 1989",1:00,@,Washington Redskins,L 37-42,L -3,,Philadelphia Eagles,O 44,
Sun,"Sep 17, 1989",4:00,,Minnesota Vikings,L 7-38,L -1.5,@,Chicago Bears,O 39,
Sun,"Sep 17, 1989",4:00,@,Los Angeles Rams,W 31-17,W -6,,Indianapolis Colts,O 43.5,
Sun,"Sep 17, 1989",4:00,@,New York Giants,W 24-14,L -10.5,,Detroit Lions,U 39,
Sun,"Sep 17, 1989",4:00,,Houston Oilers,W 34-27,W -4.5,@,San Diego Chargers,O 43,
Sun,"Sep 17, 1989",4:00,@,Seattle Seahawks,L 24-34,L -7.5,,Phoenix Cardinals,O 41,
Sun,"Sep 17, 1989",4:00,,San Francisco 49ers,W 20-16,L -7,@,Tampa Bay Buccaneers,U 44,
Mon,"Sep 18, 1989",9:00,@,Buffalo Bills,L 14-28,L -6.5,,Denver Broncos,P 42,
