Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Oct 22, 1989",1:00,@,Buffalo Bills,W 34-3,W -6.5,,New York Jets,U 39,
Sun,"Oct 22, 1989",1:00,@,Cincinnati Bengals,L 12-23,L -6.5,,Indianapolis Colts,U 40.5,
Sun,"Oct 22, 1989",1:00,,Minnesota Vikings,W 20-7,W -7.5,@,Detroit Lions,U 40,
Sun,"Oct 22, 1989",1:00,@,Houston Oilers,W 27-0,W -9.5,,Pittsburgh Steelers,U 44,
Sun,"Oct 22, 1989",1:00,@,Kansas City Chiefs,W 36-28,L -8.5,,Dallas Cowboys,O 39,
Sun,"Oct 22, 1989",1:00,@,Miami Dolphins,W 23-20,L -3.5,,Green Bay Packers,U 45.5,
Sun,"Oct 22, 1989",1:00,@,Philadelphia Eagles,W 10-7,L -6.5,,Los Angeles Raiders,U 44,
Sun,"Oct 22, 1989",1:00,@,Washington Redskins,W 32-28,L -7,,Tampa Bay Buccaneers,O 42.5,
Sun,"Oct 22, 1989",4:00,@,Los Angeles Rams,L 21-40,L -6,,New Orleans Saints,O 43,
Sun,"Oct 22, 1989",4:00,@,Phoenix Cardinals,W 34-20,W -2.5,,Atlanta Falcons,O 39,
Sun,"Oct 22, 1989",4:00,,New York Giants,W 20-13,W -5,@,San Diego Chargers,U 38.5,
Sun,"Oct 22, 1989",4:00,@,San Francisco 49ers,W 37-20,W -10.5,,New England Patriots,O 41,at Stanford
Sun,"Oct 22, 1989",4:00,@,Seattle Seahawks,L 21-24 (OT),L -2,,Denver Broncos,O 40.5,
Mon,"Oct 23, 1989",9:00,@,Cleveland Browns,W 27-7,W -1.5,,Chicago Bears,U 41.5,
