Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Oct 29, 1989",1:00,@,Buffalo Bills,W 31-17,W -4,,Miami Dolphins,O 41,
Sun,"Oct 29, 1989",1:00,@,Chicago Bears,W 20-10,W -1,,Los Angeles Rams,U 43.5,
Sun,"Oct 29, 1989",1:00,@,Cincinnati Bengals,W 56-23,W -6.5,,Tampa Bay Buccaneers,O 41,
Sun,"Oct 29, 1989",1:00,@,Cleveland Browns,W 28-17,W -2.5,,Houston Oilers,O 42,
Sun,"Oct 29, 1989",1:00,,Phoenix Cardinals,W 19-10,W -3.5,@,Dallas Cowboys,U 43,
Sun,"Oct 29, 1989",1:00,@,Green Bay Packers,W 23-20 (OT),L -6,,Detroit Lions,O 42,at Milwaukee
Sun,"Oct 29, 1989",1:00,@,Indianapolis Colts,L 20-23 (OT),L -6.5,,New England Patriots,O 39,
Sun,"Oct 29, 1989",1:00,@,New Orleans Saints,W 20-13,L -7.5,,Atlanta Falcons,U 42,
Sun,"Oct 29, 1989",1:00,@,Pittsburgh Steelers,W 23-17,W -2.5,,Kansas City Chiefs,O 39,
Sun,"Oct 29, 1989",4:00,@,Denver Broncos,L 24-28,L -3,,Philadelphia Eagles,O 40,
Sun,"Oct 29, 1989",4:00,,Washington Redskins,L 24-37,L -2,@,Los Angeles Raiders,O 42,
Sun,"Oct 29, 1989",4:00,,San Francisco 49ers,W 23-10,W -9,@,New York Jets,U 42,
Sun,"Oct 29, 1989",4:00,@,Seattle Seahawks,W 10-7,L -6.5,,San Diego Chargers,U 38.5,
Mon,"Oct 30, 1989",9:00,@,New York Giants,W 24-14,W -2,,Minnesota Vikings,U 39.5,
