Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
NFC Wild Card,Sun,"Dec 31, 1989",12:30,@,Philadelphia Eagles (4),L 7-21,L -3,,Los Angeles Rams (5),U 39
AFC Wild Card,Sun,"Dec 31, 1989",4:00,@,Houston Oilers (4),L 23-26 (OT),L -7,,Pittsburgh Steelers (5),O 43
AFC Divisional,Sat,"Jan 6, 1990",12:30,@,Cleveland Browns (2),W 34-30,W -3.5,,Buffalo Bills (3),O 36
NFC Divisional,Sat,"Jan 6, 1990",4:00,@,San Francisco 49ers (1),W 41-13,W -7.5,,Minnesota Vikings (3),O 44
NFC Divisional,Sun,"Jan 7, 1990",12:30,@,New York Giants (2),L 13-19 (OT),L -3,,Los Angeles Rams (5),U 39
AFC Divisional,Sun,"Jan 7, 1990",4:00,@,Denver Broncos (1),W 24-23,L -10,,Pittsburgh Steelers (5),O 38
AFC Championship,Sun,"Jan 14, 1990",1:30,@,Denver Broncos (1),W 37-21,W -3.5,,Cleveland Browns (2),O 40
NFC Championship,Sun,"Jan 14, 1990",5:00,@,San Francisco 49ers (1),W 30-3,W -7,,Los Angeles Rams (5),U 46
Super Bowl XXIV,Sun,"Jan 28, 1990",5:00,N,San Francisco 49ers (1),W 55-10,W -12,,Denver Broncos (1),O 48
