Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 19, 1989",1:00,,New Orleans Saints,W 26-17,W -3,@,Atlanta Falcons,O 42,
Sun,"Nov 19, 1989",1:00,@,Chicago Bears,L 31-32,L -11,,Tampa Bay Buccaneers,O 40.5,
Sun,"Nov 19, 1989",1:00,@,Cincinnati Bengals,W 42-7,W -7.5,,Detroit Lions,O 43.5,
Sun,"Nov 19, 1989",1:00,@,Cleveland Browns,T 10-10 (OT),L -7,,Kansas City Chiefs,U 38,
Sun,"Nov 19, 1989",1:00,,Miami Dolphins,W 17-14,L -7,@,Dallas Cowboys,U 44,
Sun,"Nov 19, 1989",1:00,,Buffalo Bills,L 24-33,L -5.5,@,New England Patriots,O 42.5,
Sun,"Nov 19, 1989",1:00,,Minnesota Vikings,L 9-10,L -1,@,Philadelphia Eagles,U 39,
Sun,"Nov 19, 1989",1:00,@,Pittsburgh Steelers,W 20-17,P -3,,San Diego Chargers,P 37,
Sun,"Nov 19, 1989",4:00,@,Houston Oilers,W 23-7,W -5.5,,Los Angeles Raiders,U 44,
Sun,"Nov 19, 1989",4:00,@,Los Angeles Rams,W 37-14,W -10.5,,Phoenix Cardinals,O 43,
Sun,"Nov 19, 1989",4:00,@,New York Giants,W 15-3,W -10,,Seattle Seahawks,U 37.5,
Sun,"Nov 19, 1989",4:00,@,San Francisco 49ers,L 17-21,L -10.5,,Green Bay Packers,U 46,
Sun,"Nov 19, 1989",8:00,@,Indianapolis Colts,W 27-10,W -6,,New York Jets,U 41,
Mon,"Nov 20, 1989",9:00,@,Washington Redskins,L 10-14,L -1.5,,Denver Broncos,U 42,
