Sun,"Dec 3, 1989",1:00,,San Francisco 49ers,W 23-10,W -9.5,@,Atlanta Falcons,U 43,
Sun,"Dec 3, 1989",1:00,@,Cleveland Browns,L 0-21,L -4,,Cincinnati Bengals,U 36,
Sun,"Dec 3, 1989",1:00,,Los Angeles Rams,W 35-31,L -10,@,Dallas Cowboys,O 41.5,
Sun,"Dec 3, 1989",1:00,,New Orleans Saints,L 14-21,L -4,@,Detroit Lions,U 40,
Sun,"Dec 3, 1989",1:00,@,Kansas City Chiefs,W 26-21,W -4.5,,Miami Dolphins,O 36,
Sun,"Dec 3, 1989",1:00,@,New England Patriots,W 22-16,W -1,,Indianapolis Colts,O 37,
Sun,"Dec 3, 1989",1:00,@,New York Giants,L 17-24,L -3,,Philadelphia Eagles,O 36,
Sun,"Dec 3, 1989",1:00,,Houston Oilers,W 23-16,W -3,@,Pittsburgh Steelers,O 37,
Sun,"Dec 3, 1989",1:00,,Green Bay Packers,W 17-16,L -2.5,@,Tampa Bay Buccaneers,U 44.5,
Sun,"Dec 3, 1989",4:00,@,Los Angeles Raiders,W 16-13 (OT),W -1.5,,Denver Broncos,U 40.5,
Sun,"Dec 3, 1989",4:00,,Washington Redskins,W 29-10,W -5.5,@,Phoenix Cardinals,U 41.5,
Sun,"Dec 3, 1989",4:00,@,San Diego Chargers,L 17-20,L -4,,New York Jets,P 37,
Sun,"Dec 3, 1989",8:00,@,Minnesota Vikings,W 27-16,W -6,,Chicago Bears,O 39.5,
Mon,"Dec 4, 1989",9:00,,Buffalo Bills,L 16-17,L -4.5,@,Seattle Seahawks,U 38.5,
