Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,"Nov 23, 1989",12:30,,Cleveland Browns,L 10-13,L -7,@,Detroit Lions,U 41,
Thu,"Nov 23, 1989",4:00,,Philadelphia Eagles,W 27-0,W -6,@,Dallas Cowboys,U 39,
Sun,"Nov 26, 1989",1:00,@,Buffalo Bills,W 24-7,W -3.5,,Cincinnati Bengals,U 41,
Sun,"Nov 26, 1989",1:00,,Minnesota Vikings,L 19-20,L -3,@,Green Bay Packers,O 38,at Milwaukee
Sun,"Nov 26, 1989",1:00,@,Indianapolis Colts,W 10-6,L -5.5,,San Diego Chargers,U 37,
Sun,"Nov 26, 1989",1:00,,Houston Oilers,L 0-34,L -1.5,@,Kansas City Chiefs,U 39,
Sun,"Nov 26, 1989",1:00,@,Miami Dolphins,L 14-34,L -7.5,,Pittsburgh Steelers,O 41,
Sun,"Nov 26, 1989",1:00,@,New York Jets,W 27-7,W -2,,Atlanta Falcons,U 42.5,
Sun,"Nov 26, 1989",4:00,@,Denver Broncos,W 41-14,W -9,,Seattle Seahawks,O 37,
Sun,"Nov 26, 1989",4:00,@,Los Angeles Raiders,W 24-21,L -6.5,,New England Patriots,O 42,
Sun,"Nov 26, 1989",4:00,@,Phoenix Cardinals,L 13-14,L -1,,Tampa Bay Buccaneers,U 43.5,
Sun,"Nov 26, 1989",4:00,,Chicago Bears,L 14-38,L -1.5,@,Washington Redskins,O 39.5,
Sun,"Nov 26, 1989",8:00,@,New Orleans Saints,L 17-20 (OT),L PK,,Los Angeles Rams,U 43,
Mon,"Nov 27, 1989",9:00,@,San Francisco 49ers,W 34-24,W -5.5,,New York Giants,O 41,
