Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 24, 1989",1:00,,Washington Redskins,W 30-7,W -5.5,@,Dallas Cowboys,U 46,
Sun,"Sep 24, 1989",1:00,,Chicago Bears,W 47-27,W -7,@,Detroit Lions,O 38,
Sun,"Sep 24, 1989",1:00,@,Houston Oilers,L 41-47 (OT),L -4,,Buffalo Bills,O 44,
Sun,"Sep 24, 1989",1:00,@,Indianapolis Colts,W 13-9,L -7.5,,Atlanta Falcons,U 45,
Sun,"Sep 24, 1989",1:00,@,New England Patriots,L 3-24,L -3,,Seattle Seahawks,U 41,
Sun,"Sep 24, 1989",1:00,@,New York Giants,W 35-7,W -7.5,,Phoenix Cardinals,P 42,
Sun,"Sep 24, 1989",1:00,@,Philadelphia Eagles,L 28-38,L -1.5,,San Francisco 49ers,O 46.5,
Sun,"Sep 24, 1989",1:00,,Minnesota Vikings,L 14-27,L -9,@,Pittsburgh Steelers,U 43,
Sun,"Sep 24, 1989",1:00,,New Orleans Saints,L 10-20,L -2.5,@,Tampa Bay Buccaneers,U 42,
Sun,"Sep 24, 1989",4:00,@,Denver Broncos,W 31-21,W -6,,Los Angeles Raiders,O 45,
Sun,"Sep 24, 1989",4:00,@,Los Angeles Rams,W 41-38,L -9.5,,Green Bay Packers,O 45,
Sun,"Sep 24, 1989",4:00,@,Miami Dolphins,L 33-40,L -4,,New York Jets,O 47,
Sun,"Sep 24, 1989",4:00,@,San Diego Chargers,W 21-6,W -2,,Kansas City Chiefs,U 42.5,
Mon,"Sep 25, 1989",9:00,@,Cincinnati Bengals,W 21-14,W -4,,Cleveland Browns,U 45.5,
