Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Oct 29, 1972",1:00,@,Atlanta Falcons,L 14-49,L -7,,San Francisco 49ers,,
Sun,"Oct 29, 1972",1:00,,Pittsburgh Steelers,W 38-21,W -8.5,@,Buffalo Bills,,
Sun,"Oct 29, 1972",1:00,@,Cincinnati Bengals,W 30-7,W -14,,Houston Oilers,,
Sun,"Oct 29, 1972",1:00,,Washington Redskins,W 23-16,P -7,@,New York Giants,,
Sun,"Oct 29, 1972",1:00,@,New York Jets,W 34-10,W -14.5,,New England Patriots,,
Sun,"Oct 29, 1972",2:00,,Minnesota Vikings,W 27-13,W -1,@,Green Bay Packers,,
Sun,"Oct 29, 1972",2:00,@,New Orleans Saints,W 21-3,W -1,,Philadelphia Eagles,,
Sun,"Oct 29, 1972",2:00,,Chicago Bears,W 27-10,W -1,@,St Louis Cardinals,,
Sun,"Oct 29, 1972",4:00,,Miami Dolphins,W 23-0,W -4.5,@,Baltimore Colts,,
Sun,"Oct 29, 1972",4:00,@,Denver Broncos,L 20-27,L -5,,Cleveland Browns,,
Sun,"Oct 29, 1972",4:00,@,Oakland Raiders,W 45-17,W -1,,Los Angeles Rams,,
Sun,"Oct 29, 1972",4:00,,Kansas City Chiefs,W 26-14,W -3,@,San Diego Chargers,,
Mon,"Oct 30, 1972",9:00,@,Dallas Cowboys,W 28-24,L -6,,Detroit Lions,,
