Sun,"Nov 19, 1972",1:00,@,Cincinnati Bengals,L 19-20,L -4.5,,Baltimore Colts,,
Sun,"Nov 19, 1972",1:00,,Pittsburgh Steelers,L 24-26,L -7.5,@,Cleveland Browns,,
Sun,"Nov 19, 1972",1:00,@,Detroit Lions,W 27-14,L -17,,New Orleans Saints,,
Sun,"Nov 19, 1972",1:00,@,Miami Dolphins,W 28-24,L -8,,New York Jets,,
Sun,"Nov 19, 1972",1:00,,Buffalo Bills,W 27-24,L -5.5,@,New England Patriots,,
Sun,"Nov 19, 1972",1:00,,Dallas Cowboys,W 28-7,W -14,@,Philadelphia Eagles,,
Sun,"Nov 19, 1972",2:00,,San Francisco 49ers,W 34-21,W -4.5,@,Chicago Bears,,
Sun,"Nov 19, 1972",2:00,,Oakland Raiders,W 37-20,W -7,@,Denver Broncos,,
Sun,"Nov 19, 1972",2:00,,Green Bay Packers,W 23-10,W -9.5,@,Houston Oilers,,
Sun,"Nov 19, 1972",2:00,@,Kansas City Chiefs,L 17-27,L -8,,San Diego Chargers,,
Sun,"Nov 19, 1972",2:00,,New York Giants,W 13-7,W -5.5,@,St Louis Cardinals,,
Sun,"Nov 19, 1972",4:00,,Minnesota Vikings,W 45-41,P -4,@,Los Angeles Rams,,
Mon,"Nov 20, 1972",9:00,@,Washington Redskins,W 24-13,W -7,,Atlanta Falcons,,
