Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Sep 24 1972,1:00,,San Francisco 49ers,L 20-27,L -12,@,Buffalo Bills,,
Sun,Sep 24 1972,1:00,@,Cincinnati Bengals,W 15-10,W -2,,Pittsburgh Steelers,,
Sun,Sep 24 1972,1:00,@,Miami Dolphins,W 34-13,W -15,,Houston Oilers,,
Sun,Sep 24 1972,1:00,,Atlanta Falcons,L 20-21,L -7.5,@,New England Patriots,,
Sun,Sep 24 1972,1:00,,Dallas Cowboys,W 23-14,P -9,@,New York Giants,,
Sun,Sep 24 1972,1:00,,Cleveland Browns,W 27-17,W -3,@,Philadelphia Eagles,,
Sun,Sep 24 1972,1:00,@,Washington Redskins,W 24-10,W -11,,St Louis Cardinals,,
Sun,Sep 24 1972,2:00,,New York Jets,W 44-34,W -2,@,Baltimore Colts,,
Sun,Sep 24 1972,2:00,,Los Angeles Rams,T 13-13,L -11,@,Chicago Bears,,
Sun,Sep 24 1972,2:00,,Oakland Raiders,W 20-14,W -4,@,Green Bay Packers,,
Sun,Sep 24 1972,4:00,,Minnesota Vikings,W 34-10,W -1,@,Detroit Lions,,
Sun,Sep 24 1972,4:00,@,San Diego Chargers,W 37-14,W -3,,Denver Broncos,,
Mon,Sep 25 1972,9:00,,Kansas City Chiefs,W 20-17,L -12,@,New Orleans Saints,,
