Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 24, 1960",,,Green Bay Packers,L 10-23,L -6.5,@,Detroit Lions,,
Sun,"Nov 27, 1960",,@,Baltimore Colts,L 22-30,L -16,,San Francisco 49ers,,
Sun,"Nov 27, 1960",,@,Chicago Bears,W 17-7,L -22,,Dallas Cowboys,,
Sun,"Nov 27, 1960",,@,Philadelphia Eagles,W 31-23,W -6.5,,New York Giants,,
Sun,"Nov 27, 1960",,@,Pittsburgh Steelers,W 22-10,W -11.5,,Washington Commanders,,
Sun,"Nov 27, 1960",,,Cleveland Browns,T 17-17,L -6,@,St Louis Cardinals,,
