Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Oct 23, 1960",,@,Buffalo Bills,W 38-9,W -7,,Oakland Raiders,,
Sun,"Oct 23, 1960",,@,Denver Broncos,W 31-24,P -7,,Boston Patriots,,
Sun,"Oct 23, 1960",,@,New York Titans,L 28-42,L -3,,Houston Oilers,,
