Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Nov 24, 1960",,,Dallas Texans,L 35-41,L -4,@,New York Titans,,
Fri,"Nov 25, 1960",,,Houston Oilers,W 24-10,W -6,@,Boston Patriots,,
Sun,"Nov 27, 1960",,@,Denver Broncos,T 38-38,L -3.5,,Buffalo Bills,,
Sun,"Nov 27, 1960",,@,Los Angeles Chargers,W 52-28,W -7,,Oakland Raiders,,
