Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Dec 4, 1960",,,Boston Patriots,L 14-38,L -14,@,Buffalo Bills,,
Sun,"Dec 4, 1960",,@,Dallas Texans,W 24-0,W -7,,Houston Oilers,,
Sun,"Dec 4, 1960",,@,Denver Broncos,L 27-30,L -4,,New York Titans,,
Sun,"Dec 4, 1960",,,Los Angeles Chargers,W 41-17,W -19,@,Oakland Raiders,,
