Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Oct 28, 1960",,@,Boston Patriots,L 16-45,L -1,,Los Angeles Chargers,,
Fri,"Oct 28, 1960",,@,New York Titans,L 27-28,L -5.5,,Oakland Raiders,,
Sun,"Oct 30, 1960",,,Houston Oilers,L 24-25,L -6.5,@,Buffalo Bills,,
Sun,"Oct 30, 1960",,@,Denver Broncos,L 14-17,L PK,,Dallas Texans,,
