Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Nov 18, 1960",,,Dallas Texans,L 14-42,L -6,@,Boston Patriots,,
Sun,"Nov 20, 1960",,@,Houston Oilers,W 20-10,L -13,,Denver Broncos,,
Sun,"Nov 20, 1960",,@,Los Angeles Chargers,L 3-32,L -13,,Buffalo Bills,,
