Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Nov 13, 1960",,,Baltimore Colts,W 24-20,L -7,@,Chicago Bears,,
Sun,"Nov 13, 1960",,@,Cleveland Browns,W 28-27,L -11,,St Louis Cardinals,,
Sun,"Nov 13, 1960",,@,Detroit Lions,W 12-10,L -4,,Los Angeles Rams,,
Sun,"Nov 13, 1960",,@,Green Bay Packers,W 41-7,W -22,,Dallas Cowboys,,
Sun,"Nov 13, 1960",,@,New York Giants,W 27-24,L -7.5,,Pittsburgh Steelers,,
Sun,"Nov 13, 1960",,@,Philadelphia Eagles,W 19-13,L -14,,Washington Redskins,,
