Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Fri,"Sep 9, 1960",,@,Boston Patriots,L 10-13,L -16,,Denver Broncos,,
Sat,"Sep 10, 1960",,,Dallas Texans,L 20-21,L -3,@,Los Angeles Chargers,,
Sun,"Sep 11, 1960",,@,New York Titans,W 27-3,W -4.5,,Buffalo Bills,,
Sun,"Sep 11, 1960",,,Houston Oilers,W 37-22,W -10,@,Oakland Raiders,,
