Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 6, 1958",,,Baltimore Colts,L 28-30,L -2.5,@,Los Angeles Rams,,
Sun,"Dec 7, 1958",,@,Chicago Bears,W 30-14,W -7.5,,Chicago Cardinals,,
Sun,"Dec 7, 1958",,,New York Giants,W 19-17,L -2.5,@,Detroit Lions,,
Sun,"Dec 7, 1958",,,Cleveland Browns,W 21-14,P -7,@,Philadelphia Eagles,,
Sun,"Dec 7, 1958",,@,San Francisco 49ers,W 48-21,W -10.5,,Green Bay Packers,,
Sun,"Dec 7, 1958",,,Pittsburgh Steelers,T 14-14,L -2.5,@,Washington Redskins,,
