Day,Date,Time(ET),At,Favorite,Score,Spread,At,Underdog,Over/Under
Sun,"Nov 16, 1958",,@,Chicago Bears,L 0-17,L -3.5,,Baltimore Colts,,
Sun,"Nov 16, 1958",,,San Francisco 49ers,L 21-35,L -7.5,@,Detroit Lions,,
Sun,"Nov 16, 1958",,,Los Angeles Rams,W 20-7,W -10.5,@,Green Bay Packers,,
Sun,"Nov 16, 1958",,@,Philadelphia Eagles,W 49-21,W PK,,Chicago Cardinals,,
Sun,"Nov 16, 1958",,,New York Giants,L 10-31,L -3,@,Pittsburgh Steelers,,
Sun,"Nov 16, 1958",,,Cleveland Browns,W 20-10,W -5.5,@,Washington Redskins,,
