Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Oct 4, 1958",,,Chicago Bears,L 38-51,L -3,@,Baltimore Colts,,
Sat,"Oct 4, 1958",,,Washington Redskins,L 10-37,L -4,@,Chicago Cardinals,,
Sun,"Oct 5, 1958",,,Detroit Lions,T 13-13,L -2,@,Green Bay Packers,,
Sun,"Oct 5, 1958",,,New York Giants,L 24-27,L -2.5,@,Philadelphia Eagles,,
Sun,"Oct 5, 1958",,,Cleveland Browns,W 45-12,W -7,@,Pittsburgh Steelers,,
Sun,"Oct 5, 1958",,@,San Francisco 49ers,L 3-33,L -3,,Los Angeles Rams,,
