Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Dec 16, 2010",8:20,@,San Diego Chargers,W 34-7,W -10.5,,San Francisco 49ers,U 45,
Sun,"Dec 19, 2010",1:00,@,St Louis Rams,L 13-27,L -3,,Kansas City Chiefs,U 42.5,
Sun,"Dec 19, 2010",1:02,@,Cincinnati Bengals,W 19-17,W PK,,Cleveland Browns,U 41,
Sun,"Dec 19, 2010",1:02,@,Indianapolis Colts,W 34-24,W -4.5,,Jacksonville Jaguars,O 48,
Sun,"Dec 19, 2010",1:02,@,Miami Dolphins,L 14-17,L -5.5,,Buffalo Bills,U 40,
Sun,"Dec 19, 2010",1:02,@,Tennessee Titans,W 31-17,W -1,,Houston Texans,O 47,
Sun,"Dec 19, 2010",1:03,@,Baltimore Ravens,W 30-24,W -2.5,,New Orleans Saints,O 44.5,
Sun,"Dec 19, 2010",1:03,@,Dallas Cowboys,W 33-30,L -9.5,,Washington Redskins,O 44.5,
Sun,"Dec 19, 2010",1:03,@,New York Giants,L 31-38,L -3,,Philadelphia Eagles,O 47,
Sun,"Dec 19, 2010",1:03,@,Tampa Bay Buccaneers,L 20-23 (OT),L -4,,Detroit Lions,P 43,
Sun,"Dec 19, 2010",1:04,@,Carolina Panthers,W 19-12,W -2.5,,Arizona Cardinals,U 37.5,
Sun,"Dec 19, 2010",4:06,,Atlanta Falcons,W 34-18,W -6,@,Seattle Seahawks,O 46.5,
Sun,"Dec 19, 2010",4:15,@,Oakland Raiders,W 39-23,W -8,,Denver Broncos,O 42,
Sun,"Dec 19, 2010",4:15,@,Pittsburgh Steelers,L 17-22,L -4,,New York Jets,O 35.5,
Sun,"Dec 19, 2010",8:30,@,New England Patriots,W 31-27,L -14.5,,Green Bay Packers,O 43.5,
Mon,"Dec 20, 2010",8:40,,Chicago Bears,W 40-14,W -7,@,Minnesota Vikings,O 33,at Univ of Minnesota
