Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 10 2010,12:56,@,Detroit Lions,W 44-6,W -3,,St Louis Rams,O 42.5,
Sun,Oct 10 2010,1:02,@,Baltimore Ravens,W 31-17,W -8,,Denver Broncos,O 39.5,
Sun,Oct 10 2010,1:02,@,Buffalo Bills,L 26-36,L -2.5,,Jacksonville Jaguars,O 41.5,
Sun,Oct 10 2010,1:02,,Green Bay Packers,L 13-16 (OT),L -3,@,Washington Redskins,U 45.5,
Sun,Oct 10 2010,1:03,@,Carolina Panthers,L 6-23,L -3,,Chicago Bears,U 33,
Sun,Oct 10 2010,1:03,@,Cincinnati Bengals,L 21-24,L -7,,Tampa Bay Buccaneers,O 38.5,
Sun,Oct 10 2010,1:03,,Atlanta Falcons,W 20-10,W -3,@,Cleveland Browns,U 41.5,
Sun,Oct 10 2010,1:03,@,Houston Texans,L 10-34,L -3,,New York Giants,U 48.5,
Sun,Oct 10 2010,1:03,@,Indianapolis Colts,W 19-9,W -7.5,,Kansas City Chiefs,U 46.5,
Sun,Oct 10 2010,4:05,,New Orleans Saints,L 20-30,L -7,@,Arizona Cardinals,O 45.5,
Sun,Oct 10 2010,4:15,,San Diego Chargers,L 27-35,L -7,@,Oakland Raiders,O 44,
Sun,Oct 10 2010,4:16,@,Dallas Cowboys,L 27-34,L -7,,Tennessee Titans,O 43,
Sun,Oct 10 2010,8:30,@,San Francisco 49ers,L 24-27,L -3,,Philadelphia Eagles,O 38.5,
Mon,Oct 11 2010,9:15,@,New York Jets,W 29-20,W -4.5,,Minnesota Vikings,O 40,
