Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Dec 2 2010,8:30,@,Philadelphia Eagles,W 34-24,W -8,,Houston Texans,O 49.5,
Sun,Dec 5 2010,1:02,@,Green Bay Packers,W 34-16,W -9,,San Francisco 49ers,O 41,
Sun,Dec 5 2010,1:02,@,Miami Dolphins,L 10-13,L -6,,Cleveland Browns,U 43.5,
Sun,Dec 5 2010,1:02,@,New York Giants,W 31-7,W -7.5,,Washington Redskins,U 43,
Sun,Dec 5 2010,1:03,,New Orleans Saints,W 34-30,L -7,@,Cincinnati Bengals,O 45.5,
Sun,Dec 5 2010,1:03,,Chicago Bears,W 24-20,L -5.5,@,Detroit Lions,O 43.5,
Sun,Dec 5 2010,1:03,@,Kansas City Chiefs,W 10-6,L -8,,Denver Broncos,U 48.5,
Sun,Dec 5 2010,1:03,@,Tennessee Titans,L 6-17,L -3,,Jacksonville Jaguars,U 43.5,
Sun,Dec 5 2010,1:05,@,Minnesota Vikings,W 38-14,W -5,,Buffalo Bills,O 44,
Sun,Dec 5 2010,4:05,@,San Diego Chargers,L 13-28,L -13,,Oakland Raiders,U 44.5,
Sun,Dec 5 2010,4:15,,St Louis Rams,W 19-6,W -3.5,@,Arizona Cardinals,U 44,
Sun,Dec 5 2010,4:15,@,Indianapolis Colts,L 35-38 (OT),L -5.5,,Dallas Cowboys,O 48,
Sun,Dec 5 2010,4:16,@,Seattle Seahawks,W 31-14,W -5,,Carolina Panthers,O 40,
Sun,Dec 5 2010,4:16,,Atlanta Falcons,W 28-24,W -3,@,Tampa Bay Buccaneers,O 43.5,
Sun,Dec 5 2010,8:30,@,Baltimore Ravens,L 10-13,L -3,,Pittsburgh Steelers,U 39,
Mon,Dec 6 2010,8:40,@,New England Patriots,W 45-3,W -4,,New York Jets,O 44.5,
