Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Jan 2, 2011",1:00,@,New Orleans Saints,L 13-23,L -7,,Tampa Bay Buccaneers,U 47,
Sun,"Jan 2, 2011",1:02,@,Baltimore Ravens,W 13-7,L -9.5,,Cincinnati Bengals,U 43,
Sun,"Jan 2, 2011",1:02,,Pittsburgh Steelers,W 41-9,W -6.5,@,Cleveland Browns,O 38,
Sun,"Jan 2, 2011",1:02,@,Kansas City Chiefs,L 10-31,L -4.5,,Oakland Raiders,U 43.5,
Sun,"Jan 2, 2011",1:02,@,New England Patriots,W 38-7,W -6,,Miami Dolphins,O 44,
Sun,"Jan 2, 2011",1:03,@,Atlanta Falcons,W 31-10,W -14.5,,Carolina Panthers,U 41.5,
Sun,"Jan 2, 2011",1:03,@,Detroit Lions,W 20-13,W -3.5,,Minnesota Vikings,U 43.5,
Sun,"Jan 2, 2011",1:03,@,New York Jets,W 38-7,W -1.5,,Buffalo Bills,O 38,
Sun,"Jan 2, 2011",4:15,,San Diego Chargers,W 33-28,W -3.5,@,Denver Broncos,O 47.5,
Sun,"Jan 2, 2011",4:15,@,Green Bay Packers,W 10-3,L -10.5,,Chicago Bears,U 43.5,
Sun,"Jan 2, 2011",4:15,@,Houston Texans,W 34-17,W -4,,Jacksonville Jaguars,O 48,
Sun,"Jan 2, 2011",4:15,@,Philadelphia Eagles,L 13-14,L PK,,Dallas Cowboys,U 43.5,
Sun,"Jan 2, 2011",4:15,@,San Francisco 49ers,W 38-7,W -6,,Arizona Cardinals,O 39,
Sun,"Jan 2, 2011",4:16,@,Indianapolis Colts,W 23-20,L -9.5,,Tennessee Titans,U 48,
Sun,"Jan 2, 2011",4:16,,New York Giants,W 17-14,L -4,@,Washington Commanders,U 44.5,
Sun,"Jan 2, 2011",8:31,,St Louis Rams,L 6-16,L -3,@,Seattle Seahawks,U 41.5,
