Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 9, 2010",8:41,@,New Orleans Saints,W 14-9,P -5,,Minnesota Vikings,U 49.5,
Sun,"Sep 12, 2010",1:02,,Miami Dolphins,W 15-10,W -3,@,Buffalo Bills,U 39,
Sun,"Sep 12, 2010",1:02,@,Chicago Bears,W 19-14,L -6.5,,Detroit Lions,U 45,
Sun,"Sep 12, 2010",1:02,,Indianapolis Colts,L 24-34,L -1,@,Houston Texans,O 48,
Sun,"Sep 12, 2010",1:02,@,New England Patriots,W 38-24,W -5.5,,Cincinnati Bengals,O 45,
Sun,"Sep 12, 2010",1:02,,Atlanta Falcons,L 9-15 (OT),L -1.5,@,Pittsburgh Steelers,U 39.5,
Sun,"Sep 12, 2010",1:02,@,Tampa Bay Buccaneers,W 17-14,W -2.5,,Cleveland Browns,U 37,
Sun,"Sep 12, 2010",1:02,@,Tennessee Titans,W 38-13,W -6.5,,Oakland Raiders,O 40,
Sun,"Sep 12, 2010",1:03,@,Jacksonville Jaguars,W 24-17,W -3,,Denver Broncos,U 41.5,
Sun,"Sep 12, 2010",1:04,@,New York Giants,W 31-18,W -6,,Carolina Panthers,O 41,
Sun,"Sep 12, 2010",4:15,,Arizona Cardinals,W 17-13,W -3,@,St Louis Rams,U 39.5,
Sun,"Sep 12, 2010",4:16,,Green Bay Packers,W 27-20,W -3,@,Philadelphia Eagles,U 48,
Sun,"Sep 12, 2010",4:16,,San Francisco 49ers,L 6-31,L -3,@,Seattle Seahawks,P 37,
Sun,"Sep 12, 2010",8:31,,Dallas Cowboys,L 7-13,L -3,@,Washington Commanders,U 40,
Mon,"Sep 13, 2010",7:26,@,New York Jets,L 9-10,L -1,,Baltimore Ravens,U 36.5,
Mon,"Sep 13, 2010",10:20,,San Diego Chargers,L 14-21,L -4,@,Kansas City Chiefs,U 45.5,
