Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Nov 28 2019,12:30,,Chicago Bears,W 24-20,L -5.5,@,Detroit Lions,O 37.5,
Thu,Nov 28 2019,4:30,@,Dallas Cowboys,L 15-26,L -6.5,,Buffalo Bills,U 46.5,
Thu,Nov 28 2019,8:20,,New Orleans Saints,W 26-18,W -7,@,Atlanta Falcons,U 48,
Sun,Dec 1 2019,1:00,@,Baltimore Ravens,W 20-17,L -5.5,,San Francisco 49ers,U 45,
Sun,Dec 1 2019,1:00,@,Carolina Panthers,L 21-29,L -10.5,,Washington Redskins,O 38.5,
Sun,Dec 1 2019,1:00,,New York Jets,L 6-22,L -2.5,@,Cincinnati Bengals,U 43,
Sun,Dec 1 2019,1:00,,Tennessee Titans,W 31-17,W -1,@,Indianapolis Colts,O 41.5,
Sun,Dec 1 2019,1:00,,Tampa Bay Buccaneers,W 28-11,W -3,@,Jacksonville Jaguars,U 46.5,
Sun,Dec 1 2019,1:00,,Philadelphia Eagles,L 31-37,L -10.5,@,Miami Dolphins,O 45,
Sun,Dec 1 2019,1:00,,Green Bay Packers,W 31-13,W -6.5,@,New York Giants,O 43.5,
Sun,Dec 1 2019,1:00,,Cleveland Browns,L 13-20,L -1,@,Pittsburgh Steelers,U 40,
Sun,Dec 1 2019,4:05,,Los Angeles Rams,W 34-7,W -2.5,@,Arizona Cardinals,U 47,
Sun,Dec 1 2019,4:25,,Los Angeles Chargers,L 20-23,L -4.5,@,Denver Broncos,O 39,
Sun,Dec 1 2019,4:25,@,Kansas City Chiefs,W 40-9,W -11.5,,Oakland Raiders,U 49.5,
Sun,Dec 1 2019,8:20,,New England Patriots,L 22-28,L -3.5,@,Houston Texans,O 47,
Mon,Dec 2 2019,8:15,@,Seattle Seahawks,W 37-30,W -2.5,,Minnesota Vikings,O 48,
