Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Dec 29, 2019",1:00,,New York Jets,W 13-6,W -1.5,@,Buffalo Bills,U 37,
Sun,"Dec 29, 2019",1:00,,New Orleans Saints,W 42-10,W -13.5,@,Carolina Panthers,O 45,
Sun,"Dec 29, 2019",1:00,,Cleveland Browns,L 23-33,L -2.5,@,Cincinnati Bengals,O 44,
Sun,"Dec 29, 2019",1:00,,Green Bay Packers,W 23-20,L -13.5,@,Detroit Lions,U 44,
Sun,"Dec 29, 2019",1:00,@,Kansas City Chiefs,W 31-21,P -10,,Los Angeles Chargers,O 46,
Sun,"Dec 29, 2019",1:00,,Chicago Bears,W 21-19,L -5,@,Minnesota Vikings,O 36.5,
Sun,"Dec 29, 2019",1:00,@,New England Patriots,L 24-27,L -17.5,,Miami Dolphins,O 46,
Sun,"Dec 29, 2019",1:00,@,Tampa Bay Buccaneers,L 22-28 (OT),L -1,,Atlanta Falcons,O 48,
Sun,"Dec 29, 2019",4:25,,Pittsburgh Steelers,L 10-28,L -2,@,Baltimore Ravens,O 35,
Sun,"Dec 29, 2019",4:25,@,Dallas Cowboys,W 47-16,W -12.5,,Washington Redskins,O 47.5,
Sun,"Dec 29, 2019",4:25,@,Denver Broncos,W 16-15,L -5.5,,Oakland Raiders,U 41.5,
Sun,"Dec 29, 2019",4:25,,Tennessee Titans,W 35-14,W -10,@,Houston Texans,O 43,
Sun,"Dec 29, 2019",4:25,,Indianapolis Colts,L 20-38,L -5,@,Jacksonville Jaguars,O 41.5,
Sun,"Dec 29, 2019",4:25,@,Los Angeles Rams,W 31-24,P -7,,Arizona Cardinals,O 46,
Sun,"Dec 29, 2019",4:25,,Philadelphia Eagles,W 34-17,W -4,@,New York Giants,O 44,
Sun,"Dec 29, 2019",8:20,,San Francisco 49ers,W 26-21,W -3.5,@,Seattle Seahawks,P 47,
