Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Sep 19, 2019",8:20,,Tennessee Titans,L 7-20,L -1.5,@,Jacksonville Jaguars,U 38,
Sun,"Sep 22, 2019",1:00,@,Buffalo Bills,W 21-17,L -5.5,,Cincinnati Bengals,U 43.5,
Sun,"Sep 22, 2019",1:00,@,Dallas Cowboys,W 31-6,W -22,,Miami Dolphins,U 46.5,
Sun,"Sep 22, 2019",1:00,@,Green Bay Packers,W 27-16,W -7,,Denver Broncos,O 42,
Sun,"Sep 22, 2019",1:00,@,Indianapolis Colts,W 27-24,W -1,,Atlanta Falcons,O 48,
Sun,"Sep 22, 2019",1:00,@,Kansas City Chiefs,W 33-28,W -4.5,,Baltimore Ravens,O 52,
Sun,"Sep 22, 2019",1:00,@,Minnesota Vikings,W 34-14,W -8.5,,Oakland Raiders,O 43,
Sun,"Sep 22, 2019",1:00,@,New England Patriots,W 30-14,L -20.5,,New York Jets,O 43,
Sun,"Sep 22, 2019",1:00,@,Philadelphia Eagles,L 24-27,L -4,,Detroit Lions,O 45,
Sun,"Sep 22, 2019",4:05,@,Arizona Cardinals,L 20-38,L -2.5,,Carolina Panthers,O 46,
Sun,"Sep 22, 2019",4:05,@,Tampa Bay Buccaneers,L 31-32,L -5,,New York Giants,O 48,
Sun,"Sep 22, 2019",4:25,@,Los Angeles Chargers,L 20-27,L -3,,Houston Texans,U 49,
Sun,"Sep 22, 2019",4:25,@,San Francisco 49ers,W 24-20,L -6,,Pittsburgh Steelers,U 44.5,
Sun,"Sep 22, 2019",4:25,@,Seattle Seahawks,L 27-33,L -5,,New Orleans Saints,O 44,
Sun,"Sep 22, 2019",8:20,,Los Angeles Rams,W 20-13,W -4,@,Cleveland Browns,U 48,
Mon,"Sep 23, 2019",8:15,,Chicago Bears,W 31-15,W -5,@,Washington Redskins,O 41,
