Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Thu,"Oct 10, 2019",8:20,@,New England Patriots,W 35-14,W -16.5,,New York Giants,O 43,
Sun,"Oct 13, 2019",9:30,N,Carolina Panthers,W 37-26,W -2,,Tampa Bay Buccaneers,O 48.5,at London
Sun,"Oct 13, 2019",1:00,@,Baltimore Ravens,W 23-17,L -10.5,,Cincinnati Bengals,U 47,
Sun,"Oct 13, 2019",1:00,@,Cleveland Browns,L 28-32,L -1,,Seattle Seahawks,O 45.5,
Sun,"Oct 13, 2019",1:00,@,Jacksonville Jaguars,L 6-13,L -2.5,,New Orleans Saints,U 42.5,
Sun,"Oct 13, 2019",1:00,@,Kansas City Chiefs,L 24-31,L -3.5,,Houston Texans,O 54.5,
Sun,"Oct 13, 2019",1:00,,Washington Commanders,W 17-16,L -6,@,Miami Dolphins,U 42,
Sun,"Oct 13, 2019",1:00,@,Minnesota Vikings,W 38-20,W -3.5,,Philadelphia Eagles,O 44,
Sun,"Oct 13, 2019",4:05,,Atlanta Falcons,L 33-34,L -3,@,Arizona Cardinals,O 52.5,
Sun,"Oct 13, 2019",4:05,@,Los Angeles Rams,L 7-20,L -3,,San Francisco 49ers,U 49.5,
Sun,"Oct 13, 2019",4:25,@,Denver Broncos,W 16-0,W -1,,Tennessee Titans,U 41,
Sun,"Oct 13, 2019",4:25,,Dallas Cowboys,L 22-24,L -7,@,New York Jets,O 43.5,
Sun,"Oct 13, 2019",8:20,@,Los Angeles Chargers,L 17-24,L -6,,Pittsburgh Steelers,U 42.5,
Mon,"Oct 14, 2019",8:15,@,Green Bay Packers,W 23-22,L -3.5,,Detroit Lions,U 47,
