Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Nov 8 2012,8:30,,Indianapolis Colts,W 27-10,W -3.5,@,Jacksonville Jaguars,U 43.5,
Sun,Nov 11 2012,1:02,@,Baltimore Ravens,W 55-20,W -7.5,,Oakland Raiders,O 47.5,
Sun,Nov 11 2012,1:02,,Denver Broncos,W 36-14,W -4,@,Carolina Panthers,O 47,
Sun,Nov 11 2012,1:02,@,New England Patriots,W 37-31,L -13.5,,Buffalo Bills,O 54,
Sun,Nov 11 2012,1:02,,Atlanta Falcons,L 27-31,L -1.5,@,New Orleans Saints,O 54,
Sun,Nov 11 2012,1:03,,New York Giants,L 13-31,L -4.5,@,Cincinnati Bengals,U 47.5,
Sun,Nov 11 2012,1:03,@,Miami Dolphins,L 3-37,L -7,,Tennessee Titans,U 44,
Sun,Nov 11 2012,1:03,@,Tampa Bay Buccaneers,W 34-24,W -3,,San Diego Chargers,O 47,
Sun,Nov 11 2012,1:05,,Detroit Lions,L 24-34,L -3,@,Minnesota Vikings,O 45.5,
Sun,Nov 11 2012,4:06,@,Seattle Seahawks,W 28-7,W -5.5,,New York Jets,U 38.5,
Sun,Nov 11 2012,4:25,,Dallas Cowboys,W 38-23,W -2.5,@,Philadelphia Eagles,O 44.5,
Sun,Nov 11 2012,4:25,@,San Francisco 49ers,T 24-24 (OT),L -13,,St Louis Rams,O 38,
Sun,Nov 11 2012,8:31,@,Chicago Bears,L 6-13,L -1,,Houston Texans,U 40,
Mon,Nov 12 2012,8:40,@,Pittsburgh Steelers,W 16-13 (OT),L -13,,Kansas City Chiefs,U 40,
