Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Wed,Sep 5 2012,8:41,@,New York Giants,L 17-24,L -4,,Dallas Cowboys,U 46,
Sun,Sep 9 2012,1:02,@,Chicago Bears,W 41-21,W -10,,Indianapolis Colts,O 42.5,
Sun,Sep 9 2012,1:03,,Philadelphia Eagles,W 17-16,L -9.5,@,Cleveland Browns,U 42,
Sun,Sep 9 2012,1:03,@,Detroit Lions,W 27-23,L -9,,St Louis Rams,O 46.5,
Sun,Sep 9 2012,1:03,@,Houston Texans,W 30-10,W -13.5,,Miami Dolphins,U 41.5,
Sun,Sep 9 2012,1:03,,Atlanta Falcons,W 40-24,W -2.5,@,Kansas City Chiefs,O 43,
Sun,Sep 9 2012,1:03,@,New Orleans Saints,L 32-40,L -9,,Washington Redskins,O 50.5,
Sun,Sep 9 2012,1:03,@,New York Jets,W 48-28,W -3,,Buffalo Bills,O 39,
Sun,Sep 9 2012,1:03,,New England Patriots,W 34-13,W -6.5,@,Tennessee Titans,U 48,
Sun,Sep 9 2012,1:05,@,Minnesota Vikings,W 26-23 (OT),L -3.5,,Jacksonville Jaguars,O 38,
Sun,Sep 9 2012,4:25,,Seattle Seahawks,L 16-20,L -3,@,Arizona Cardinals,U 41,
Sun,Sep 9 2012,4:25,@,Green Bay Packers,L 22-30,L -5.5,,San Francisco 49ers,O 46.5,
Sun,Sep 9 2012,4:26,,Carolina Panthers,L 10-16,L -3,@,Tampa Bay Buccaneers,U 45.5,
Sun,Sep 9 2012,8:31,@,Denver Broncos,W 31-19,W -2,,Pittsburgh Steelers,O 45.5,
Mon,Sep 10 2012,7:10,@,Baltimore Ravens,W 44-13,W -7,,Cincinnati Bengals,O 43,
Mon,Sep 10 2012,10:25,@,Oakland Raiders,L 14-22,L -1,,San Diego Chargers,U 47.5,
