Thu,"Dec 13, 2012",8:30,,Cincinnati Bengals,W 34-13,W -5,@,Philadelphia Eagles,O 45,
Sun,"Dec 16, 2012",1:00,@,St Louis Rams,L 22-36,L -2.5,,Minnesota Vikings,O 39.5,
Sun,"Dec 16, 2012",1:02,,Denver Broncos,W 34-17,W -3,@,Baltimore Ravens,O 48,
Sun,"Dec 16, 2012",1:02,@,Houston Texans,W 29-17,W -10.5,,Indianapolis Colts,U 48,
Sun,"Dec 16, 2012",1:03,@,Atlanta Falcons,W 34-0,W PK,,New York Giants,U 50,
Sun,"Dec 16, 2012",1:03,,Green Bay Packers,W 21-13,W -3,@,Chicago Bears,U 43.5,
Sun,"Dec 16, 2012",1:03,@,Cleveland Browns,L 21-38,L -4,,Washington Redskins,O 40.5,
Sun,"Dec 16, 2012",1:03,@,Miami Dolphins,W 24-3,W -7.5,,Jacksonville Jaguars,U 38,
Sun,"Dec 16, 2012",1:03,@,New Orleans Saints,W 41-0,W -3.5,,Tampa Bay Buccaneers,U 55,
Sun,"Dec 16, 2012",4:05,,Detroit Lions,L 10-38,L -6.5,@,Arizona Cardinals,O 43.5,
Sun,"Dec 16, 2012",4:05,,Seattle Seahawks,W 50-17,W -5,@,Buffalo Bills,O 44,at Toronto
Sun,"Dec 16, 2012",4:05,@,San Diego Chargers,L 7-31,L -3,,Carolina Panthers,U 45.5,
Sun,"Dec 16, 2012",4:25,,Pittsburgh Steelers,L 24-27 (OT),L -2.5,@,Dallas Cowboys,O 46,
Sun,"Dec 16, 2012",4:25,@,Oakland Raiders,W 15-0,W -4.5,,Kansas City Chiefs,U 44,
Sun,"Dec 16, 2012",8:30,@,New England Patriots,L 34-41,L -5,,San Francisco 49ers,O 47.5,
Mon,"Dec 17, 2012",8:40,@,Tennessee Titans,W 14-10,W -1,,New York Jets,U 42,
