Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Thu,Nov 29 2012,8:29,@,Atlanta Falcons,W 23-13,W -3.5,,New Orleans Saints,U 55,
Sun,Dec 2 2012,1:00,,San Francisco 49ers,L 13-16 (OT),L -8,@,St Louis Rams,U 41,
Sun,Dec 2 2012,1:02,@,Buffalo Bills,W 34-18,W -6,,Jacksonville Jaguars,O 42,
Sun,Dec 2 2012,1:02,@,Green Bay Packers,W 23-14,W -7.5,,Minnesota Vikings,U 47,
Sun,Dec 2 2012,1:02,,New England Patriots,W 23-16,L -9,@,Miami Dolphins,U 51.5,
Sun,Dec 2 2012,1:02,,Houston Texans,W 24-10,W -7,@,Tennessee Titans,U 47,
Sun,Dec 2 2012,1:03,@,Chicago Bears,L 17-23 (OT),L -3.5,,Seattle Seahawks,O 37,
Sun,Dec 2 2012,1:03,@,Detroit Lions,L 33-35,L -7,,Indianapolis Colts,O 51,
Sun,Dec 2 2012,1:03,,Carolina Panthers,L 21-27,L -6,@,Kansas City Chiefs,O 41,
Sun,Dec 2 2012,1:03,@,New York Jets,W 7-6,L -6,,Arizona Cardinals,U 36.5,
Sun,Dec 2 2012,4:05,@,Denver Broncos,W 31-23,W -7.5,,Tampa Bay Buccaneers,O 50,
Sun,Dec 2 2012,4:25,@,Baltimore Ravens,L 20-23,L -7.5,,Pittsburgh Steelers,O 36.5,
Sun,Dec 2 2012,4:25,,Cleveland Browns,W 20-17,W -2.5,@,Oakland Raiders,U 39.5,
Sun,Dec 2 2012,4:25,,Cincinnati Bengals,W 20-13,W -2.5,@,San Diego Chargers,U 46,
Sun,Dec 2 2012,8:20,@,Dallas Cowboys,W 38-33,L -10.5,,Philadelphia Eagles,O 44,
Mon,Dec 3 2012,8:40,,New York Giants,L 16-17,L -3,@,Washington Redskins,U 50,
