Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 18 1990,1:00,@,Atlanta Falcons,L 23-24,L -1,,Philadelphia Eagles,P 47,
Sun,Nov 18 1990,1:00,@,Buffalo Bills,W 14-0,L -15,,New England Patriots,U 39,
Sun,Nov 18 1990,1:00,,Houston Oilers,W 35-23,W -3.5,@,Cleveland Browns,O 38,
Sun,Nov 18 1990,1:00,@,Kansas City Chiefs,W 27-10,W -3.5,,San Diego Chargers,O 35,
Sun,Nov 18 1990,1:00,@,New York Giants,W 20-0,W -12.5,,Detroit Lions,U 40,
Sun,Nov 18 1990,1:00,@,Washington Redskins,W 31-17,W -3.5,,New Orleans Saints,O 38,
Sun,Nov 18 1990,4:00,,Chicago Bears,W 16-13 (OT),W -2.5,@,Denver Broncos,U 40,
Sun,Nov 18 1990,4:00,,New York Jets,L 14-17,L -3,@,Indianapolis Colts,U 37,
Sun,Nov 18 1990,4:00,@,Los Angeles Rams,L 21-24,L -9,,Dallas Cowboys,O 42,
Sun,Nov 18 1990,4:00,,Green Bay Packers,W 24-21,L -5,@,Phoenix Cardinals,O 41,
Sun,Nov 18 1990,4:00,@,San Francisco 49ers,W 31-7,W -14.5,,Tampa Bay Buccaneers,U 43,
Sun,Nov 18 1990,4:00,@,Seattle Seahawks,L 21-24,L -3.5,,Minnesota Vikings,O 39,
Sun,Nov 18 1990,8:00,@,Cincinnati Bengals,W 27-3,W -2.5,,Pittsburgh Steelers,U 42,
Mon,Nov 19 1990,9:00,@,Miami Dolphins,L 10-13,L -3.5,,Los Angeles Raiders,U 37,
