Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Dec 29, 1990",12:30,,Kansas City Chiefs,W 21-10,W -1.5,@,Chicago Bears,U 36,
Sat,"Dec 29, 1990",4:00,,Philadelphia Eagles,W 23-21,L -7.5,@,Phoenix Cardinals,O 43,
Sun,"Dec 30, 1990",1:00,@,Atlanta Falcons,W 26-7,W -2,,Dallas Cowboys,U 36,
Sun,"Dec 30, 1990",1:00,@,Cincinnati Bengals,W 21-14,L -16,,Cleveland Browns,U 39,
Sun,"Dec 30, 1990",1:00,@,Miami Dolphins,W 23-17,L -8,,Indianapolis Colts,U 41,
Sun,"Dec 30, 1990",1:00,,San Francisco 49ers,W 20-17,L -4,@,Minnesota Vikings,U 41,
Sun,"Dec 30, 1990",1:00,,New York Giants,W 13-10,L -14,@,New England Patriots,U 36,
Sun,"Dec 30, 1990",1:00,@,Washington Redskins,W 29-14,W -4,,Buffalo Bills,O 40,
Sun,"Dec 30, 1990",4:00,@,Denver Broncos,W 22-13,W -7,,Green Bay Packers,U 37,
Sun,"Dec 30, 1990",4:00,@,Los Angeles Raiders,W 17-12,L -10.5,,San Diego Chargers,U 39,
Sun,"Dec 30, 1990",4:00,@,Seattle Seahawks,W 30-10,W -3,,Detroit Lions,U 47,
Sun,"Dec 30, 1990",4:00,@,Tampa Bay Buccaneers,L 14-16,L -3.5,,New York Jets,U 41,
Sun,"Dec 30, 1990",8:00,,Pittsburgh Steelers,L 14-34,L -2,@,Houston Oilers,O 38,
Mon,"Dec 31, 1990",8:00,@,New Orleans Saints,W 20-17,L -6.5,,Los Angeles Rams,U 40,
