Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Oct 28 1990,1:00,,Philadelphia Eagles,W 21-20,L -3.5,@,Dallas Cowboys,O 37,
Sun,Oct 28 1990,1:00,@,Green Bay Packers,W 24-10,W -2,,Minnesota Vikings,U 42,at Milwaukee
Sun,Oct 28 1990,1:00,@,Houston Oilers,L 12-17,L -8.5,,New York Jets,U 46,
Sun,Oct 28 1990,1:00,,Miami Dolphins,W 27-7,W -2.5,@,Indianapolis Colts,U 41,
Sun,Oct 28 1990,1:00,,Buffalo Bills,W 27-10,W -6,@,New England Patriots,U 42,
Sun,Oct 28 1990,1:00,@,New Orleans Saints,L 10-27,L -5,,Detroit Lions,U 43,
Sun,Oct 28 1990,4:00,@,New York Giants,W 21-10,W -3.5,,Washington Redskins,U 38,
Sun,Oct 28 1990,4:00,,Chicago Bears,W 31-21,W -6.5,@,Phoenix Cardinals,O 37,
Sun,Oct 28 1990,4:00,@,San Diego Chargers,W 41-10,W -3.5,,Tampa Bay Buccaneers,O 36,
Sun,Oct 28 1990,4:00,@,San Francisco 49ers,W 20-17,L -13,,Cleveland Browns,U 42,
Sun,Oct 28 1990,8:00,@,Atlanta Falcons,W 38-17,W PK,,Cincinnati Bengals,O 53,
Mon,Oct 29 1990,9:00,@,Pittsburgh Steelers,W 41-10,W -1,,Los Angeles Rams,O 44,
