Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,"Sep 18, 1966",,@,Buffalo Bills,W 58-24,W -20,,Miami Dolphins,,
Sun,"Sep 18, 1966",,,Boston Patriots,W 24-10,W -4.5,@,Denver Broncos,,
Sun,"Sep 18, 1966",,,Houston Oilers,L 13-52,L -1,@,New York Jets,,
Sun,"Sep 18, 1966",,,Kansas City Chiefs,W 32-10,W -6.5,@,Oakland Raiders,,
