Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sat,"Oct 8, 1966",,@,Buffalo Bills,L 10-20,L -12.5,,Boston Patriots,,
Sat,"Oct 8, 1966",,@,Kansas City Chiefs,W 37-10,W -21,,Denver Broncos,,
Sat,"Oct 8, 1966",,,San Diego Chargers,L 16-17,L -3,@,New York Jets,,
Sun,"Oct 9, 1966",,@,Oakland Raiders,W 21-10,L -24,,Miami Dolphins,,
