Round,Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under
Sun,Nov 6 1966,,@,Boston Patriots,L 10-17,L -17.5,,Denver Broncos,,
Sun,Nov 6 1966,,@,Kansas City Chiefs,W 24-14,W -3,,San Diego Chargers,,
Sun,Nov 6 1966,,,Buffalo Bills,W 29-0,W -13.5,@,Miami Dolphins,,
Sun,Nov 6 1966,,@,Oakland Raiders,W 38-23,W -10,,Houston Oilers,,
