Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 25, 1966",,@,Baltimore Colts,W 36-14,W -13.5,,San Francisco 49ers,,
Sun,"Sep 25, 1966",,@,Cleveland Browns,L 28-34,L -6.5,,St Louis Cardinals,,
Sun,"Sep 25, 1966",,@,Dallas Cowboys,W 28-17,W -7.5,,Minnesota Vikings,,
Sun,"Sep 25, 1966",,@,Detroit Lions,W 28-10,W -10,,Atlanta Falcons,,
Sun,"Sep 25, 1966",,@,Green Bay Packers,W 24-13,W -9,,Los Angeles Rams,,
Sun,"Sep 25, 1966",,@,Philadelphia Eagles,W 35-17,W -9,,New York Giants,,
Sun,"Sep 25, 1966",,@,Pittsburgh Steelers,L 27-33,L -15,,Washington Commanders,,
