Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Sep 25, 1966",,,Kansas City Chiefs,W 43-24,W -10,@,Boston Patriots,,
Sun,"Sep 25, 1966",,@,Buffalo Bills,W 27-20,W -6.5,,Houston Oilers,,
Sun,"Sep 25, 1966",,,New York Jets,W 16-7,L -14.5,@,Denver Broncos,,
Sun,"Sep 25, 1966",,,San Diego Chargers,W 29-20,W -6.5,@,Oakland Raiders,,
