Day,Date,Time(ET),Location,Favorite,Score,Spread,Opponent,Underdog,Over/Under,Additional Notes
Sun,"Oct 23, 1966",,@,Baltimore Colts,W 20-17,L -10,,Minnesota Vikings,,
Sun,"Oct 23, 1966",,@,Chicago Bears,W 17-10,W -6,,Los Angeles Rams,,
Sun,"Oct 23, 1966",,,Dallas Cowboys,L 21-30,L -2,@,Cleveland Browns,,
Sun,"Oct 23, 1966",,@,Green Bay Packers,W 56-3,W -26,,Atlanta Falcons,,at Milwaukee
Sun,"Oct 23, 1966",,,Philadelphia Eagles,W 31-3,W -3,@,New York Giants,,
Sun,"Oct 23, 1966",,@,San Francisco 49ers,W 27-24,L -10,,Detroit Lions,,
Sun,"Oct 23, 1966",,,St Louis Cardinals,L 20-26,L -7.5,@,Washington Redskins,,
